Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID
PF3D7_0914400	PF3D7_0914400.1	P. falciparum 3D7	Pf3D7_09_v3:617,963..619,835(+)	conserved protein, unknown function	protein coding	813421
PF3D7_0915400	PF3D7_0915400.1	P. falciparum 3D7	Pf3D7_09_v3:650,585..654,841(-)	ATP-dependent 6-phosphofructokinase	protein coding	813431
PF3D7_0916700	PF3D7_0916700.1	P. falciparum 3D7	Pf3D7_09_v3:696,863..698,029(-)	RNA-binding protein musashi, putative	protein coding	813444
PF3D7_0916900	PF3D7_0916900.1	P. falciparum 3D7	Pf3D7_09_v3:705,357..706,355(+)	zinc finger protein, putative	protein coding	813445
PF3D7_0917000	PF3D7_0917000.1	P. falciparum 3D7	Pf3D7_09_v3:706,592..712,072(-)	merozoite organizing protein	protein coding	813446
PF3D7_0917900	PF3D7_0917900.1	P. falciparum 3D7	Pf3D7_09_v3:737,985..740,276(+)	heat shock protein 70	protein coding	813455
PF3D7_0918900	PF3D7_0918900.1	P. falciparum 3D7	Pf3D7_09_v3:777,558..780,749(+)	gamma-glutamylcysteine synthetase	protein coding	813465
PF3D7_0919000	PF3D7_0919000.1	P. falciparum 3D7	Pf3D7_09_v3:781,368..782,675(-)	nucleosome assembly protein	protein coding	813466
PF3D7_0919800	PF3D7_0919800.1	P. falciparum 3D7	Pf3D7_09_v3:804,417..807,920(-)	TLD domain-containing protein	protein coding	813474
PF3D7_0919900	PF3D7_0919900.1	P. falciparum 3D7	Pf3D7_09_v3:809,659..819,804(-)	regulator of chromosome condensation-PP1-interacting protein	protein coding	813475
PF3D7_0920200	PF3D7_0920200.1	P. falciparum 3D7	Pf3D7_09_v3:827,730..830,681(-)	CS domain protein, putative	protein coding	813478
PF3D7_0920600	PF3D7_0920600.1	P. falciparum 3D7	Pf3D7_09_v3:843,541..847,605(+)	conserved Plasmodium protein, unknown function	protein coding	813482
PF3D7_0921900	PF3D7_0921900.1	P. falciparum 3D7	Pf3D7_09_v3:888,559..889,305(+)	conserved Plasmodium protein, unknown function	protein coding	813495
PF3D7_0922100	PF3D7_0922100.1	P. falciparum 3D7	Pf3D7_09_v3:895,415..900,304(+)	ubiquitin-like protein, putative	protein coding	813497
PF3D7_0922200	PF3D7_0922200.1	P. falciparum 3D7	Pf3D7_09_v3:903,362..904,570(+)	S-adenosylmethionine synthetase	protein coding	813498
PF3D7_0922500	PF3D7_0922500.1	P. falciparum 3D7	Pf3D7_09_v3:913,230..914,480(+)	phosphoglycerate kinase	protein coding	813501
PF3D7_0922600	PF3D7_0922600.1	P. falciparum 3D7	Pf3D7_09_v3:916,603..918,674(+)	glutamine synthetase, putative	protein coding	813502
PF3D7_0922700	PF3D7_0922700.1	P. falciparum 3D7	Pf3D7_09_v3:919,109..921,302(-)	pre-mRNA-splicing factor 18, putative	protein coding	813503
PF3D7_0923400	PF3D7_0923400.1	P. falciparum 3D7	Pf3D7_09_v3:950,408..953,722(+)	conserved Plasmodium protein, unknown function	protein coding	813510
PF3D7_0923500	PF3D7_0923500.1	P. falciparum 3D7	Pf3D7_09_v3:956,605..957,835(+)	cyclin-dependent kinases regulatory subunit, putative	protein coding	813511
PF3D7_0924400	PF3D7_0924400.1	P. falciparum 3D7	Pf3D7_09_v3:988,977..992,915(+)	conserved Plasmodium protein, unknown function	protein coding	813520
PF3D7_0924700	PF3D7_0924700.1	P. falciparum 3D7	Pf3D7_09_v3:1,006,773..1,008,542(+)	splicing factor 3A subunit 3, putative	protein coding	813523
PF3D7_0926800	PF3D7_0926800.1	P. falciparum 3D7	Pf3D7_09_v3:1,092,844..1,096,521(-)	conserved Plasmodium protein, unknown function	protein coding	813543
PF3D7_0926900	PF3D7_0926900.1	P. falciparum 3D7	Pf3D7_09_v3:1,097,324..1,098,240(-)	replication termination factor, putative	protein coding	813544
PF3D7_0927200	PF3D7_0927200.1	P. falciparum 3D7	Pf3D7_09_v3:1,107,143..1,112,656(+)	zinc finger protein, putative	protein coding	813547
PF3D7_0927300	PF3D7_0927300.1	P. falciparum 3D7	Pf3D7_09_v3:1,113,958..1,116,003(+)	fumarate hydratase	protein coding	813548
PF3D7_0927600	PF3D7_0927600.1	P. falciparum 3D7	Pf3D7_09_v3:1,123,861..1,125,858(+)	RNA-binding protein, putative	protein coding	813551
PF3D7_0928000	PF3D7_0928000.1	P. falciparum 3D7	Pf3D7_09_v3:1,135,545..1,136,391(+)	cytochrome c oxidase subunit 6B, putative	protein coding	813555
PF3D7_0928000	PF3D7_0928000.2	P. falciparum 3D7	Pf3D7_09_v3:1,135,545..1,136,391(+)	cytochrome c oxidase subunit 6B, putative	protein coding	813555
PF3D7_0929400	PF3D7_0929400.1	P. falciparum 3D7	Pf3D7_09_v3:1,175,203..1,180,762(+)	high molecular weight rhoptry protein 2	protein coding	813569
PF3D7_0930300	PF3D7_0930300.1	P. falciparum 3D7	Pf3D7_09_v3:1,201,812..1,206,974(+)	merozoite surface protein 1	protein coding	813575
PF3D7_0930400	PF3D7_0930400.1	P. falciparum 3D7	Pf3D7_09_v3:1,207,974..1,211,703(+)	zinc finger protein, putative	protein coding	813576
PF3D7_0930400	PF3D7_0930400.2	P. falciparum 3D7	Pf3D7_09_v3:1,207,974..1,211,703(+)	zinc finger protein, putative	protein coding	813576
PF3D7_0930500	PF3D7_0930500.1	P. falciparum 3D7	Pf3D7_09_v3:1,212,169..1,216,500(-)	diacylglycerol kinase, putative	protein coding	813577
PF3D7_0930800	PF3D7_0930800.1	P. falciparum 3D7	Pf3D7_09_v3:1,225,556..1,239,575(+)	conserved Plasmodium membrane protein, unknown function	protein coding	813580
PF3D7_0931100	PF3D7_0931100.1	P. falciparum 3D7	Pf3D7_09_v3:1,254,815..1,257,292(+)	nucleolar protein Nop52, putative	protein coding	813582
PF3D7_0932800	PF3D7_0932800.1	P. falciparum 3D7	Pf3D7_09_v3:1,303,390..1,307,789(-)	importin alpha re-exporter, putative	protein coding	813598
PF3D7_0933000	PF3D7_0933000.1	P. falciparum 3D7	Pf3D7_09_v3:1,311,440..1,313,725(+)	CSTF domain-containing protein, putative	protein coding	813600
PF3D7_0933200	PF3D7_0933200.1	P. falciparum 3D7	Pf3D7_09_v3:1,317,827..1,319,468(-)	calcyclin-binding protein, putative	protein coding	813602
PF3D7_0933900	PF3D7_0933900.1	P. falciparum 3D7	Pf3D7_09_v3:1,338,175..1,339,295(-)	conserved Plasmodium protein, unknown function	protein coding	813608
PF3D7_0934700	PF3D7_0934700.1	P. falciparum 3D7	Pf3D7_09_v3:1,357,411..1,359,262(+)	UBX domain-containing protein, putative	protein coding	813616
PF3D7_0935500	PF3D7_0935500.1	P. falciparum 3D7	Pf3D7_09_v3:1,400,800..1,402,052(+)	Plasmodium exported protein, unknown function	protein coding	813623
PF3D7_0935600	PF3D7_0935600.1	P. falciparum 3D7	Pf3D7_09_v3:1,405,192..1,407,022(+)	gametocytogenesis-implicated protein	protein coding	813624
PF3D7_0936300	PF3D7_0936300.1	P. falciparum 3D7	Pf3D7_09_v3:1,436,687..1,437,981(-)	ring-exported protein 3	protein coding	813631
PF3D7_0936800	PF3D7_0936800.1	P. falciparum 3D7	Pf3D7_09_v3:1,458,392..1,459,862(+)	Plasmodium exported protein (PHISTc), unknown function	protein coding	813636
PF3D7_0937800	PF3D7_0937800.1	P. falciparum 3D7	Pf3D7_09_v3:1,495,579..1,503,336(-)	erythrocyte membrane protein 1, PfEMP1	protein coding	813645
PF3D7_1002100	PF3D7_1002100.1	P. falciparum 3D7	Pf3D7_10_v3:106,653..108,662(-)	EMP1-trafficking protein	protein coding	810183
PF3D7_1002200	PF3D7_1002200.1	P. falciparum 3D7	Pf3D7_10_v3:112,929..116,015(+)	tryptophan-rich antigen 3	protein coding	810184
PF3D7_1002400	PF3D7_1002400.1	P. falciparum 3D7	Pf3D7_10_v3:121,115..123,291(+)	transformer-2 protein homolog beta, putative	protein coding	810186
PF3D7_1002400	PF3D7_1002400.2	P. falciparum 3D7	Pf3D7_10_v3:121,115..123,291(+)	transformer-2 protein homolog beta, putative	protein coding	810186
PF3D7_1003500	PF3D7_1003500.1	P. falciparum 3D7	Pf3D7_10_v3:160,316..160,962(-)	40S ribosomal protein S20e, putative	protein coding	810196
PF3D7_1003600	PF3D7_1003600.1	P. falciparum 3D7	Pf3D7_10_v3:164,945..165,790(+)	inner membrane complex protein 1c, putative	protein coding	810197
PF3D7_1003700	PF3D7_1003700.1	P. falciparum 3D7	Pf3D7_10_v3:166,743..170,669(-)	MKT1 domain-containing protein, putative	protein coding	810198
PF3D7_1003800	PF3D7_1003800.1	P. falciparum 3D7	Pf3D7_10_v3:172,723..176,430(-)	U5 small nuclear ribonucleoprotein component, putative	protein coding	810199
PF3D7_1004000	PF3D7_1004000.1	P. falciparum 3D7	Pf3D7_10_v3:179,344..180,226(-)	60S ribosomal protein L13, putative	protein coding	810201
PF3D7_1004300	PF3D7_1004300.1	P. falciparum 3D7	Pf3D7_10_v3:199,452..202,844(-)	E3 ubiquitin-protein ligase, putative	protein coding	810204
PF3D7_1004400	PF3D7_1004400.1	P. falciparum 3D7	Pf3D7_10_v3:207,000..209,642(-)	RNA-binding protein, putative	protein coding	810205
PF3D7_1005600	PF3D7_1005600.1	P. falciparum 3D7	Pf3D7_10_v3:244,145..246,535(-)	DnaJ protein, putative	protein coding	810216
PF3D7_1005900	PF3D7_1005900.1	P. falciparum 3D7	Pf3D7_10_v3:253,704..255,611(+)	conserved protein, unknown function	protein coding	810218
PF3D7_1006200	PF3D7_1006200.1	P. falciparum 3D7	Pf3D7_10_v3:262,150..262,997(-)	DNA/RNA-binding protein Alba 3	protein coding	810221
PF3D7_1006800	PF3D7_1006800.1	P. falciparum 3D7	Pf3D7_10_v3:277,621..279,168(+)	single-strand telomeric DNA-binding protein GBP2, putative	protein coding	810226
PF3D7_1007200	PF3D7_1007200.1	P. falciparum 3D7	Pf3D7_10_v3:288,383..290,826(-)	rho GTPase-activating protein, putative	protein coding	810229
PF3D7_1007400	PF3D7_1007400.1	P. falciparum 3D7	Pf3D7_10_v3:296,906..297,565(+)	conserved protein, unknown function	protein coding	810231
PF3D7_1007700	PF3D7_1007700.1	P. falciparum 3D7	Pf3D7_10_v3:301,126..305,919(-)	AP2 domain transcription factor AP2-I	protein coding	810233
PF3D7_1007900	PF3D7_1007900.1	P. falciparum 3D7	Pf3D7_10_v3:316,649..318,280(+)	eukaryotic translation initiation factor 3 subunit D, putative	protein coding	810235
PF3D7_1008000	PF3D7_1008000.1	P. falciparum 3D7	Pf3D7_10_v3:321,011..328,150(+)	histone deacetylase 2	protein coding	810236
PF3D7_1008100	PF3D7_1008100.1	P. falciparum 3D7	Pf3D7_10_v3:331,246..342,807(+)	zinc finger protein, putative	protein coding	810237
PF3D7_1008400	PF3D7_1008400.1	P. falciparum 3D7	Pf3D7_10_v3:347,206..348,667(-)	26S protease regulatory subunit 4, putative	protein coding	810239
PF3D7_1008700	PF3D7_1008700.1	P. falciparum 3D7	Pf3D7_10_v3:360,625..362,480(-)	tubulin beta chain	protein coding	810242
PF3D7_1008900	PF3D7_1008900.1	P. falciparum 3D7	Pf3D7_10_v3:369,199..370,225(-)	adenylate kinase	protein coding	810244
PF3D7_1009400	PF3D7_1009400.1	P. falciparum 3D7	Pf3D7_10_v3:381,361..382,449(+)	zinc finger protein, putative	protein coding	810249
PF3D7_1011400	PF3D7_1011400.1	P. falciparum 3D7	Pf3D7_10_v3:441,140..441,955(-)	proteasome subunit beta type-5	protein coding	810269
PF3D7_1011700	PF3D7_1011700.1	P. falciparum 3D7	Pf3D7_10_v3:449,154..450,323(+)	DNA repair protein RAD23, putative	protein coding	810272
PF3D7_1011800	PF3D7_1011800.1	P. falciparum 3D7	Pf3D7_10_v3:455,398..458,817(+)	PRE-binding protein	protein coding	810273
PF3D7_1012200	PF3D7_1012200.1	P. falciparum 3D7	Pf3D7_10_v3:470,979..471,933(+)	rhoptry associated adhesin	protein coding	810277
PF3D7_1013400	PF3D7_1013400.1	P. falciparum 3D7	Pf3D7_10_v3:518,542..522,252(-)	conserved Plasmodium protein, unknown function	protein coding	810289
PF3D7_1013500	PF3D7_1013500.1	P. falciparum 3D7	Pf3D7_10_v3:526,840..531,448(+)	phosphoinositide-specific phospholipase C	protein coding	810290
PF3D7_1013800	PF3D7_1013800.1	P. falciparum 3D7	Pf3D7_10_v3:542,359..544,779(+)	conserved Plasmodium protein, unknown function	protein coding	810293
PF3D7_1013900	PF3D7_1013900.1	P. falciparum 3D7	Pf3D7_10_v3:545,679..548,903(-)	translation initiation factor eIF-2B subunit delta, putative	protein coding	810294
PF3D7_1014100	PF3D7_1014100.1	P. falciparum 3D7	Pf3D7_10_v3:555,160..559,527(+)	merozoite surface protein MSA180, putative	protein coding	810296
PF3D7_1014600	PF3D7_1014600.1	P. falciparum 3D7	Pf3D7_10_v3:581,354..589,090(-)	transcriptional coactivator ADA2	protein coding	810301
PF3D7_1014900	PF3D7_1014900.1	P. falciparum 3D7	Pf3D7_10_v3:600,970..607,809(-)	conserved Plasmodium protein, unknown function	protein coding	810304
PF3D7_1015300	PF3D7_1015300.1	P. falciparum 3D7	Pf3D7_10_v3:618,440..619,993(+)	methionine aminopeptidase 1b, putative	protein coding	810308
PF3D7_1015900	PF3D7_1015900.1	P. falciparum 3D7	Pf3D7_10_v3:637,138..639,011(+)	enolase	protein coding	810313
PF3D7_1016400	PF3D7_1016400.1	P. falciparum 3D7	Pf3D7_10_v3:656,709..659,027(-)	serine/threonine protein kinase, FIKK family	protein coding	810318
PF3D7_1016800	PF3D7_1016800.1	P. falciparum 3D7	Pf3D7_10_v3:675,293..676,417(-)	Plasmodium exported protein (PHISTc), unknown function	protein coding	810321
PF3D7_1017400	PF3D7_1017400.1	P. falciparum 3D7	Pf3D7_10_v3:697,970..699,823(-)	phosphomannomutase, putative	protein coding	810327
PF3D7_1017500	PF3D7_1017500.1	P. falciparum 3D7	Pf3D7_10_v3:701,746..702,422(+)	myosin essential light chain ELC	protein coding	810328
PF3D7_1017600	PF3D7_1017600.1	P. falciparum 3D7	Pf3D7_10_v3:705,537..708,452(+)	conserved Plasmodium protein, unknown function	protein coding	810329
PF3D7_1019000	PF3D7_1019000.1	P. falciparum 3D7	Pf3D7_10_v3:757,795..765,158(+)	eukaryotic translation initiation factor subunit eIF2A, putative	protein coding	810341
PF3D7_1019300	PF3D7_1019300.1	P. falciparum 3D7	Pf3D7_10_v3:774,929..780,487(-)	zinc finger protein, putative	protein coding	810344
PF3D7_1019600	PF3D7_1019600.1	P. falciparum 3D7	Pf3D7_10_v3:796,291..799,923(+)	conserved Plasmodium protein, unknown function	protein coding	810347
PF3D7_1020000	PF3D7_1020000.1	P. falciparum 3D7	Pf3D7_10_v3:811,106..813,484(-)	RNA-binding protein 34, putative	protein coding	810352
PF3D7_1020300	PF3D7_1020300.1	P. falciparum 3D7	Pf3D7_10_v3:819,830..822,139(+)	cytoplasmic dynein intermediate chain, putative	protein coding	810354
PF3D7_1021100	PF3D7_1021100.1	P. falciparum 3D7	Pf3D7_10_v3:851,000..856,285(-)	conserved Plasmodium protein, unknown function	protein coding	810362
PF3D7_1021200	PF3D7_1021200.1	P. falciparum 3D7	Pf3D7_10_v3:857,673..859,742(-)	conserved Plasmodium protein, unknown function	protein coding	810363
PF3D7_1021900	PF3D7_1021900.1	P. falciparum 3D7	Pf3D7_10_v3:905,473..912,345(-)	PHAX domain-containing protein, putative	protein coding	810370
PF3D7_1022000	PF3D7_1022000.1	P. falciparum 3D7	Pf3D7_10_v3:919,772..924,213(+)	RNA-binding protein, putative	protein coding	810371
PF3D7_1022400	PF3D7_1022400.1	P. falciparum 3D7	Pf3D7_10_v3:939,938..942,234(-)	serine/arginine-rich splicing factor 4	protein coding	810374
PF3D7_1022600	PF3D7_1022600.1	P. falciparum 3D7	Pf3D7_10_v3:948,477..951,152(+)	kelch protein K10	protein coding	810376
PF3D7_1022800	PF3D7_1022800.1	P. falciparum 3D7	Pf3D7_10_v3:955,883..958,357(+)	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), putative	protein coding	810378
PF3D7_1023000	PF3D7_1023000.1	P. falciparum 3D7	Pf3D7_10_v3:961,066..962,307(-)	conserved Plasmodium membrane protein, unknown function	protein coding	810380
PF3D7_1023900	PF3D7_1023900.1	P. falciparum 3D7	Pf3D7_10_v3:997,475..1,007,461(-)	chromodomain-helicase-DNA-binding protein 1 homolog, putative	protein coding	810389
PF3D7_1024300	PF3D7_1024300.1	P. falciparum 3D7	Pf3D7_10_v3:1,022,505..1,022,897(+)	ATP synthase-associated protein, putative	protein coding	810393
PF3D7_1024800	PF3D7_1024800.1	P. falciparum 3D7	Pf3D7_10_v3:1,034,685..1,039,079(+)	exported protein 3	protein coding	810399
PF3D7_1025000	PF3D7_1025000.1	P. falciparum 3D7	Pf3D7_10_v3:1,045,608..1,049,760(-)	EF-hand calcium-binding domain-containing protein, putative	protein coding	810401
PF3D7_1025300	PF3D7_1025300.1	P. falciparum 3D7	Pf3D7_10_v3:1,057,890..1,060,658(-)	conserved protein, unknown function	protein coding	810403
PF3D7_1025400	PF3D7_1025400.1	P. falciparum 3D7	Pf3D7_10_v3:1,061,399..1,067,085(-)	conserved Plasmodium membrane protein, unknown function	protein coding	810405
PF3D7_1025900	PF3D7_1025900.1	P. falciparum 3D7	Pf3D7_10_v3:1,091,436..1,097,277(-)	conserved protein, unknown function	protein coding	810411
PF3D7_1026300	PF3D7_1026300.1	P. falciparum 3D7	Pf3D7_10_v3:1,106,086..1,109,451(+)	conserved Plasmodium protein, unknown function	protein coding	810417
PF3D7_1026600	PF3D7_1026600.1	P. falciparum 3D7	Pf3D7_10_v3:1,113,495..1,118,573(-)	conserved Plasmodium protein, unknown function	protein coding	810419
PF3D7_1026800	PF3D7_1026800.1	P. falciparum 3D7	Pf3D7_10_v3:1,122,962..1,124,037(+)	40S ribosomal protein S2	protein coding	810421
PF3D7_1027100	PF3D7_1027100.1	P. falciparum 3D7	Pf3D7_10_v3:1,133,838..1,136,156(-)	U3 small nucleolar ribonucleoprotein protein MPP10, putative	protein coding	810423
PF3D7_1027300	PF3D7_1027300.1	P. falciparum 3D7	Pf3D7_10_v3:1,140,589..1,142,602(-)	peroxiredoxin	protein coding	810425
PF3D7_1027800	PF3D7_1027800.1	P. falciparum 3D7	Pf3D7_10_v3:1,153,271..1,154,431(-)	60S ribosomal protein L3	protein coding	810429
PF3D7_1028600	PF3D7_1028600.1	P. falciparum 3D7	Pf3D7_10_v3:1,176,461..1,177,849(-)	conserved Plasmodium protein, unknown function	protein coding	810437
PF3D7_1028700	PF3D7_1028700.1	P. falciparum 3D7	Pf3D7_10_v3:1,181,005..1,182,501(+)	merozoite TRAP-like protein	protein coding	810438
PF3D7_1029600	PF3D7_1029600.1	P. falciparum 3D7	Pf3D7_10_v3:1,206,302..1,207,405(+)	adenosine deaminase	protein coding	810446
PF3D7_1029900	PF3D7_1029900.1	P. falciparum 3D7	Pf3D7_10_v3:1,217,348..1,222,441(+)	conserved Plasmodium protein, unknown function	protein coding	810449
PF3D7_1030100	PF3D7_1030100.1	P. falciparum 3D7	Pf3D7_10_v3:1,224,519..1,229,092(-)	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative	protein coding	810451
PF3D7_1030300	PF3D7_1030300.1	P. falciparum 3D7	Pf3D7_10_v3:1,233,667..1,237,002(-)	conserved Plasmodium protein, unknown function	protein coding	810453
PF3D7_1031500	PF3D7_1031500.1	P. falciparum 3D7	Pf3D7_10_v3:1,270,528..1,274,144(+)	DEAD/DEAH box helicase, putative	protein coding	810466
PF3D7_1031600	PF3D7_1031600.1	P. falciparum 3D7	Pf3D7_10_v3:1,275,863..1,278,577(+)	conserved Plasmodium protein, unknown function	protein coding	810467
PF3D7_1031700	PF3D7_1031700.1	P. falciparum 3D7	Pf3D7_10_v3:1,281,252..1,281,989(+)	protein phosphatase inhibitor 3	protein coding	810468
PF3D7_1032700	PF3D7_1032700.1	P. falciparum 3D7	Pf3D7_10_v3:1,310,421..1,312,082(-)	conserved Plasmodium protein, unknown function	protein coding	810476
PF3D7_1033100	PF3D7_1033100.1	P. falciparum 3D7	Pf3D7_10_v3:1,324,132..1,328,436(-)	S-adenosylmethionine decarboxylase/ornithine decarboxylase	protein coding	810479
PF3D7_1033200	PF3D7_1033200.1	P. falciparum 3D7	Pf3D7_10_v3:1,335,222..1,336,289(+)	early transcribed membrane protein 10.2	protein coding	810480
PF3D7_1033300	PF3D7_1033300.1	P. falciparum 3D7	Pf3D7_10_v3:1,338,124..1,338,818(-)	conserved protein, unknown function	protein coding	810481
PF3D7_1034500	PF3D7_1034500.1	P. falciparum 3D7	Pf3D7_10_v3:1,370,731..1,376,131(+)	conserved Plasmodium protein, unknown function	protein coding	810492
PF3D7_1035100	PF3D7_1035100.1	P. falciparum 3D7	Pf3D7_10_v3:1,391,445..1,393,130(+)	probable protein, unknown function	protein coding	810499
PF3D7_1035300	PF3D7_1035300.1	P. falciparum 3D7	Pf3D7_10_v3:1,399,195..1,402,896(+)	glutamate-rich protein GLURP	protein coding	810501
PF3D7_1035400	PF3D7_1035400.1	P. falciparum 3D7	Pf3D7_10_v3:1,404,195..1,405,259(+)	merozoite surface protein 3	protein coding	810502
PF3D7_1035500	PF3D7_1035500.1	P. falciparum 3D7	Pf3D7_10_v3:1,407,276..1,408,391(+)	merozoite surface protein 6	protein coding	810503
PF3D7_1035700	PF3D7_1035700.1	P. falciparum 3D7	Pf3D7_10_v3:1,413,200..1,415,293(+)	duffy binding-like merozoite surface protein	protein coding	810505
PF3D7_1035800	PF3D7_1035800.1	P. falciparum 3D7	Pf3D7_10_v3:1,420,533..1,422,671(+)	probable protein, unknown function	protein coding	810507
PF3D7_1035900	PF3D7_1035900.1	P. falciparum 3D7	Pf3D7_10_v3:1,423,983..1,425,683(+)	probable protein, unknown function	protein coding	810508
PF3D7_1036500	PF3D7_1036500.1	P. falciparum 3D7	Pf3D7_10_v3:1,441,901..1,443,568(+)	conserved Plasmodium protein, unknown function	protein coding	810514
PF3D7_1036600	PF3D7_1036600.1	P. falciparum 3D7	Pf3D7_10_v3:1,444,441..1,445,529(+)	conserved protein, unknown function, unspecified product	protein coding	810515
PF3D7_1036600	PF3D7_1036600.2	P. falciparum 3D7	Pf3D7_10_v3:1,444,441..1,445,529(+)	conserved protein, unknown function, unspecified product	protein coding	810515
PF3D7_1036700	PF3D7_1036700.1	P. falciparum 3D7	Pf3D7_10_v3:1,445,916..1,447,495(-)	phosducin-like protein 2, putative	protein coding	810516
PF3D7_1036900	PF3D7_1036900.1	P. falciparum 3D7	Pf3D7_10_v3:1,452,599..1,458,006(-)	conserved Plasmodium protein, unknown function	protein coding	810518
PF3D7_1038000	PF3D7_1038000.1	P. falciparum 3D7	Pf3D7_10_v3:1,505,835..1,506,896(+)	antigen UB05	protein coding	810529
PF3D7_1038000	PF3D7_1038000.2	P. falciparum 3D7	Pf3D7_10_v3:1,505,835..1,506,896(+)	antigen UB05	protein coding	810529
PF3D7_1038400	PF3D7_1038400.1	P. falciparum 3D7	Pf3D7_10_v3:1,519,021..1,547,825(+)	gametocyte-specific protein	protein coding	810531
PF3D7_1038800	PF3D7_1038800.1	P. falciparum 3D7	Pf3D7_10_v3:1,557,816..1,560,696(+)	RESA-like protein with PHIST and DnaJ domains	protein coding	810535
PF3D7_1039000	PF3D7_1039000.1	P. falciparum 3D7	Pf3D7_10_v3:1,568,709..1,571,815(+)	serine/threonine protein kinase, FIKK family	protein coding	810537
PF3D7_1102300	PF3D7_1102300.1	P. falciparum 3D7	Pf3D7_11_v3:110,027..111,429(-)	Plasmodium exported protein, unknown function	protein coding	810588
PF3D7_1102800	PF3D7_1102800.1	P. falciparum 3D7	Pf3D7_11_v3:131,703..131,987(-)	early transcribed membrane protein 11.2	protein coding	810593
PF3D7_1103800	PF3D7_1103800.1	P. falciparum 3D7	Pf3D7_11_v3:163,985..174,100(+)	CCR4-NOT transcription complex subunit 1, putative	protein coding	810602
PF3D7_1104200	PF3D7_1104200.1	P. falciparum 3D7	Pf3D7_11_v3:182,383..187,223(-)	chromatin remodeling protein	protein coding	810605
PF3D7_1104400	PF3D7_1104400.1	P. falciparum 3D7	Pf3D7_11_v3:196,767..198,355(+)	thioredoxin-like mero protein	protein coding	810607
PF3D7_1104900	PF3D7_1104900.1	P. falciparum 3D7	Pf3D7_11_v3:214,825..219,687(+)	calcium/calmodulin-dependent protein kinase, putative	protein coding	810612
PF3D7_1105100	PF3D7_1105100.1	P. falciparum 3D7	Pf3D7_11_v3:226,065..226,418(+)	histone H2B	protein coding	810614
PF3D7_1105300	PF3D7_1105300.1	P. falciparum 3D7	Pf3D7_11_v3:231,847..234,238(-)	conserved Plasmodium protein, unknown function	protein coding	810616
PF3D7_1105400	PF3D7_1105400.1	P. falciparum 3D7	Pf3D7_11_v3:235,597..237,097(-)	40S ribosomal protein S4, putative	protein coding	810617
PF3D7_1105500	PF3D7_1105500.1	P. falciparum 3D7	Pf3D7_11_v3:239,687..240,613(+)	centrin-4	protein coding	810618
PF3D7_1105800	PF3D7_1105800.1	P. falciparum 3D7	Pf3D7_11_v3:250,918..252,872(+)	conserved Apicomplexan protein, unknown function	protein coding	810621
PF3D7_1106500	PF3D7_1106500.1	P. falciparum 3D7	Pf3D7_11_v3:268,244..274,552(-)	conserved Plasmodium protein, unknown function	protein coding	810628
PF3D7_1107000	PF3D7_1107000.1	P. falciparum 3D7	Pf3D7_11_v3:291,680..292,502(+)	U6 snRNA-associated Sm-like protein LSm4, putative	protein coding	810633
PF3D7_1107300	PF3D7_1107300.1	P. falciparum 3D7	Pf3D7_11_v3:301,283..311,287(-)	polyadenylate-binding protein-interacting protein 1, putative	protein coding	810637
PF3D7_1107700	PF3D7_1107700.1	P. falciparum 3D7	Pf3D7_11_v3:326,881..328,812(+)	pescadillo homolog	protein coding	810641
PF3D7_1107800	PF3D7_1107800.1	P. falciparum 3D7	Pf3D7_11_v3:329,867..335,601(-)	AP2 domain transcription factor, putative	protein coding	810642
PF3D7_1108400	PF3D7_1108400.1	P. falciparum 3D7	Pf3D7_11_v3:365,093..366,100(+)	casein kinase 2, alpha subunit	protein coding	810647
PF3D7_1108600	PF3D7_1108600.1	P. falciparum 3D7	Pf3D7_11_v3:369,675..370,706(-)	endoplasmic reticulum-resident calcium binding protein	protein coding	810649
PF3D7_1108700	PF3D7_1108700.1	P. falciparum 3D7	Pf3D7_11_v3:373,238..374,860(-)	heat shock protein J2	protein coding	810650
PF3D7_1110200	PF3D7_1110200.1	P. falciparum 3D7	Pf3D7_11_v3:405,495..409,717(+)	pre-mRNA-processing factor 6, putative	protein coding	810657
PF3D7_1110400	PF3D7_1110400.1	P. falciparum 3D7	Pf3D7_11_v3:414,797..419,556(+)	RNA-binding protein, putative	protein coding	810660
PF3D7_1110900	PF3D7_1110900.1	P. falciparum 3D7	Pf3D7_11_v3:431,906..433,645(-)	ES2 protein, putative	protein coding	810664
PF3D7_1111200	PF3D7_1111200.1	P. falciparum 3D7	Pf3D7_11_v3:439,698..441,680(-)	conserved protein, unknown function	protein coding	810667
PF3D7_1111400	PF3D7_1111400.1	P. falciparum 3D7	Pf3D7_11_v3:445,233..445,799(-)	conserved Plasmodium protein, unknown function	protein coding	810669
PF3D7_1112100	PF3D7_1112100.1	P. falciparum 3D7	Pf3D7_11_v3:462,290..469,672(+)	conserved Plasmodium protein, unknown function	protein coding	810675
PF3D7_1112600	PF3D7_1112600.1	P. falciparum 3D7	Pf3D7_11_v3:478,823..480,946(-)	ATPase, putative	protein coding	810680
